mixed_repeated,order,id,trial,response,negation
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,9,cup,FALSE
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,10,vase,FALSE
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,11,star shaped toy,FALSE
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,12,solar system diagram,FALSE
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,13,toy,FALSE
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,14,blocks,FALSE
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,15,top,FALSE
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,16,top,FALSE
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,17,top,FALSE
known repeated,mixed first,a5bfa9eb582a36b34321dbc4debc028b,18,bell,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,3,tree,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,4,not cat,TRUE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,5,not ring,TRUE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,6,flower,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,7,cup,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,8,cup,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,9,cup,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,10,not cup,TRUE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,11,round,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,12,long with holes,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,13,dumbbell,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,14,bell like,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,15,connected circles,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,16,connected circles,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,17,connected circles,FALSE
known repeated,mixed first,adaad38e42be88c293d49eb9d0b9dec4,18,squeeze,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,3,spoon,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,4,top,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,5,holder,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,6,ring,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,7,flower,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,8,flower,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,9,flower,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,10,dress organizer,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,11,feature cap,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,12,calling bell,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,13,art,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,14,black woooden art,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,15,ring,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,16,ring,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,17,ring,FALSE
known repeated,mixed first,b3d91b6f5108d55a5ca1a8e816beed07,18,bell shaped art,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,3,cat,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,4,crumbled paper,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,5,submarine,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,6,shoe,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,7,crab,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,8,crab,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,9,crab,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,10,white object with 3 gray objects attached,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,11,5 circles,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,12,lot  of different wires mushed together,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,13,black ball,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,14,black knob,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,15,two legs,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,16,two legs,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,17,two legs,FALSE
known repeated,mixed first,b4f6bf61981a06aa87879e9717d74c72,18,broken object,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,3,chair,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,4,prickly thing,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,5,not the pen,TRUE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,6,butterfly,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,7,car,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,8,car,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,9,car,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,10,not the car,TRUE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,11,top,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,12,chainsaw,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,13,waves,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,14,spout,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,15,tool,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,16,tool,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,17,tool,FALSE
known repeated,mixed first,ba6871e302a9d255ace9f7ac34957a4f,18,art,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,3,apple,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,4,building blocks,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,5,air flow thing,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,6,cat,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,7,dice,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,8,dice,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,9,dice,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,10,glacier looking thing,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,11,handheld vacuum,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,12,toy,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,13,human anatomical unit,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,14,potato peeler,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,15,donut,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,16,donut,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,17,donut,FALSE
known repeated,mixed first,bbf1d36863f856274ce7c50be64e3459,18,galaxy,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,3,cat,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,4,stone,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,5,plastic,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,6,dice game,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,7,chair,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,8,chair,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,9,chair,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,10,sitting,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,11,impatiens,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,12,dumbbell,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,13,bolt cutter,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,14,Circular saw,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,15,Surfing,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,16,Surfing,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,17,Surfing,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,18,Gun barrel,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,3,cae,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,4,tri,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,5,wide,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,6,crab,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,7,fly,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,8,fly,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,9,fly,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,10,not fly,TRUE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,11,wheel,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,12,flower,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,13,spoon,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,14,antenna,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,15,cube,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,16,box,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,17,box,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,18,box,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,3,butterfly,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,4,bead,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,5,paddle,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,6,sunflower,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,7,fiddler crab,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,8,fiddler crab,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,9,fiddler crab,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,10,Cnidaria,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,11,rearview mirror,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,12,joystick,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,13,monoplane,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,14,metal,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,15,gun barrel,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,16,gun barrel,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,17,gun barrel,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,18,dumbbell,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,3,ring,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,4,heart slinky,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,5,galaxy,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,6,tree,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,7,crab,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,8,crab,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,9,crab,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,10,electronic device,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,11,2 sides are triangular,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,12,interconnected pieces,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,13,container,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,14,balls with spikes,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,15,submarine,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,16,submarine,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,17,submarine,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,18,8 sided square,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,3,apple,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,4,scoop,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,5,flower ring,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,6,fork,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,7,shoe,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,8,shoe,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,9,shoe,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,10,puzzles,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,11,cricle,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,12,gaping hole,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,13,foam roller,FALSE
