experiment,id,trial,response,negation
1b,08ff9fecbfe37b9ab0724b08ea45cec7,13,weird shape,FALSE
1b,08ff9fecbfe37b9ab0724b08ea45cec7,14,pen,FALSE
1b,08ff9fecbfe37b9ab0724b08ea45cec7,15,pump,FALSE
1b,08ff9fecbfe37b9ab0724b08ea45cec7,16,pump,FALSE
1b,08ff9fecbfe37b9ab0724b08ea45cec7,17,pump,FALSE
1b,08ff9fecbfe37b9ab0724b08ea45cec7,18,dice,FALSE
1b,0900a920a8fa43929d79032df805d781,3,plastic object,FALSE
1b,0900a920a8fa43929d79032df805d781,4,flower,FALSE
1b,0900a920a8fa43929d79032df805d781,5,blimp,FALSE
1b,0900a920a8fa43929d79032df805d781,6,die,FALSE
1b,0900a920a8fa43929d79032df805d781,7,dog toy,FALSE
1b,0900a920a8fa43929d79032df805d781,8,chew toy,FALSE
1b,0900a920a8fa43929d79032df805d781,9,chew toy,FALSE
1b,0900a920a8fa43929d79032df805d781,10,shoe,FALSE
1b,0900a920a8fa43929d79032df805d781,11,apple,FALSE
1b,0900a920a8fa43929d79032df805d781,12,tops,FALSE
1b,0900a920a8fa43929d79032df805d781,13,baster,FALSE
1b,0900a920a8fa43929d79032df805d781,14,car,FALSE
1b,0900a920a8fa43929d79032df805d781,15,fork,FALSE
1b,0900a920a8fa43929d79032df805d781,16,fork,FALSE
1b,0900a920a8fa43929d79032df805d781,17,fork,FALSE
1b,0900a920a8fa43929d79032df805d781,18,plastic object,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,3,chair,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,4,not the fork,TRUE
1b,0b4501bc1e722ae453efa9f9205f86fd,5,blocks,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,6,pen,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,7,petal,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,8,petal,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,9,petal,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,10,not the flower,TRUE
1b,0b4501bc1e722ae453efa9f9205f86fd,11,not the tree,TRUE
1b,0b4501bc1e722ae453efa9f9205f86fd,12,apple,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,13,blimp,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,14,car,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,15,pump,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,16,pump,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,17,pump,FALSE
1b,0b4501bc1e722ae453efa9f9205f86fd,18,dice,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,3,art,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,4,tree,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,5,art,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,6,chair,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,7,toy,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,8,toy,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,9,toy,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,10,cat,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,11,flower,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,12,toy,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,13,blimp,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,14,apple,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,15,cup,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,16,cup,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,17,cup,FALSE
1b,0c148443abd6a96fd3e703aa064a49a5,18,toy,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,3,wheel,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,4,car,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,5,bladder,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,6,die,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,7,bricks,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,8,bricks,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,9,bricks,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,10,clog,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,11,butterfly,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,12,free weight,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,13,wind spinner,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,14,ring,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,15,tree,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,16,tree,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,17,tree,FALSE
1b,0c3c70631ccf2c0cc9302591dc769d81,18,gears,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,3,art,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,4,crab,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,5,art,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,6,chair,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,7,art,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,8,art,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,9,art,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,10,pine tree,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,11,car,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,12,art,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,13,art,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,14,apple,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,15,shoe,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,16,shoe,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,17,boot,FALSE
1b,0d1bacc55b9c4d6cfa3e535153a68392,18,art,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,3,shoes,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,4,ring,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,5,tree,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,6,pen,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,7,dice,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,8,dice,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,9,dice,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,10,sunflower,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,11,round things,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,12,toy,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,13,weird sandal tool,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,14,triangles,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,15,plunger,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,16,plunger,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,17,plunger,FALSE
1a,0f9f3e637df4019d1a6e9522e855d886,18,crumbled,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,3,toy,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,4,insect,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,5,toy,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,6,flower,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,7,container,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,8,container,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,9,knickknack,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,10,crab,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,11,animal,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,12,tool,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,13,toy,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,14,auto,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,15,jewelry,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,16,jewelry,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,17,jewelry,FALSE
1b,108a3ea35ea8747bfa4401b94ed374d7,18,art deco,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,3,black plastic device,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,4,white fluffy scrunchy surrounded by scrunchy white popsicles,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,5,sideways toilet brush older crossed with a mini barbell with the bells scooped out,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,6,Camo Snowboard with a some kind of strap,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,7,Partially deflated chefs hat,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,8,Clear plastic hamster toy with round windows,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,9,clear plastic hamster toy with round windows,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,10,Dog chew toy dumb bell with white and black pegs,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,11,white and black pen with cap on end,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,12,ring with large jewel,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,13,die with 6 on top 4 to the left 5 to the right,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,14,fir tree,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,15,mostly white cat with brown splotches on the head back and tail,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,16,white cat with brown splotches,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,17,white cat with brown splotches,FALSE
1a,12faf23fb3cb5fab21c60dae64356bb1,18,4door compact car,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,3,dice,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,4,ring,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,5,chair,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,6,crab,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,7,cup,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,8,cup,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,9,cup,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,10,butterfly,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,11,blocks,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,12,art,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,13,tool,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,14,blimp,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,15,toy,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,16,toy,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,17,toy,FALSE
1a,141521c6492ed999755a20e5e8d3e90c,18,dog toy,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,3,bone,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,4,tampax,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,5,bulb,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,6,cymbal,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,7,bopit,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,8,bopit,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,9,bopit,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,10,waves,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,11,apple,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,12,ring,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,13,shoe,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,14,crab,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,15,die,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,16,die,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,17,die,FALSE
1a,15a9b0eb69cc551b52819754fdc32ad0,18,cat,FALSE
1b,15e030dac219ecc510442ad56e092a1a,3,dice,FALSE
1b,15e030dac219ecc510442ad56e092a1a,4,weird art sculpture,FALSE
1b,15e030dac219ecc510442ad56e092a1a,5,two round balls with ridge,FALSE
1b,15e030dac219ecc510442ad56e092a1a,6,mug,FALSE
1b,15e030dac219ecc510442ad56e092a1a,7,cat,FALSE
1b,15e030dac219ecc510442ad56e092a1a,8,cat,FALSE
1b,15e030dac219ecc510442ad56e092a1a,9,cat,FALSE
1b,15e030dac219ecc510442ad56e092a1a,10,wood sculpture,FALSE
1b,15e030dac219ecc510442ad56e092a1a,11,plastic gizmo,FALSE
1b,15e030dac219ecc510442ad56e092a1a,12,crab,FALSE
1b,15e030dac219ecc510442ad56e092a1a,13,toy,FALSE
1b,15e030dac219ecc510442ad56e092a1a,14,tree,FALSE
1b,15e030dac219ecc510442ad56e092a1a,15,hat,FALSE
1b,15e030dac219ecc510442ad56e092a1a,16,hat,FALSE
1b,15e030dac219ecc510442ad56e092a1a,17,hat,FALSE
1b,15e030dac219ecc510442ad56e092a1a,18,shoe,FALSE
1a,16dcad656336850c728c51bb5b711618,3,butterfly,FALSE
1a,16dcad656336850c728c51bb5b711618,4,crab,FALSE
1a,16dcad656336850c728c51bb5b711618,5,chair,FALSE
1a,16dcad656336850c728c51bb5b711618,6,ring,FALSE
1a,16dcad656336850c728c51bb5b711618,7,flower,FALSE
1a,16dcad656336850c728c51bb5b711618,8,flower,FALSE
1a,16dcad656336850c728c51bb5b711618,9,flower,FALSE
1a,16dcad656336850c728c51bb5b711618,10,die,FALSE
1a,16dcad656336850c728c51bb5b711618,11,flower,FALSE
1a,16dcad656336850c728c51bb5b711618,12,black and white,FALSE
1a,16dcad656336850c728c51bb5b711618,13,handle,FALSE
1a,16dcad656336850c728c51bb5b711618,14,handle,FALSE
1a,16dcad656336850c728c51bb5b711618,15,jenga,FALSE
1a,16dcad656336850c728c51bb5b711618,16,jenga,FALSE
1a,16dcad656336850c728c51bb5b711618,17,jenga,FALSE
1a,16dcad656336850c728c51bb5b711618,18,weight,FALSE
1a,17881649550e6d7375751d459b70f9b0,3,ring,FALSE
1a,17881649550e6d7375751d459b70f9b0,4,crab,FALSE
1a,17881649550e6d7375751d459b70f9b0,5,shoe,FALSE
1a,17881649550e6d7375751d459b70f9b0,6,fork,FALSE
1a,17881649550e6d7375751d459b70f9b0,7,chair,FALSE
1a,17881649550e6d7375751d459b70f9b0,8,chair,FALSE
1a,17881649550e6d7375751d459b70f9b0,9,chair,FALSE
1a,17881649550e6d7375751d459b70f9b0,10,pen,FALSE
1a,17881649550e6d7375751d459b70f9b0,11,baby nipple toy,FALSE
1a,17881649550e6d7375751d459b70f9b0,12,helmet like plug,FALSE
1a,17881649550e6d7375751d459b70f9b0,13,bubble vase,FALSE
1a,17881649550e6d7375751d459b70f9b0,14,blocks,FALSE
1a,17881649550e6d7375751d459b70f9b0,15,squeeze ball with stem,FALSE
1a,17881649550e6d7375751d459b70f9b0,16,squeeze ball with stem,FALSE
1a,17881649550e6d7375751d459b70f9b0,17,squeeze ball with stem,FALSE
1a,17881649550e6d7375751d459b70f9b0,18,UFO,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,3,pen,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,4,ring,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,5,cup,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,6,flower,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,7,cat,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,8,cat,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,9,cat,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,10,spon,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,11,crown,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,12,flower,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,13,cap,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,14,trip,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,15,play,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,16,play,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,17,Metal,FALSE
1a,1a0ba56a28fcf87fa1ee3574a4fb8346,18,impatiens,FALSE
1b,1b29f682e8803eb21822035152ebb127,3,balls,FALSE
1b,1b29f682e8803eb21822035152ebb127,4,crab,FALSE
1b,1b29f682e8803eb21822035152ebb127,5,NOT dice,FALSE
1b,1b29f682e8803eb21822035152ebb127,6,cup,FALSE
1b,1b29f682e8803eb21822035152ebb127,7,not car,TRUE
1b,1b29f682e8803eb21822035152ebb127,8,not tree,TRUE
1b,1b29f682e8803eb21822035152ebb127,9,not flower,TRUE
1b,1b29f682e8803eb21822035152ebb127,10,fork,FALSE
1b,1b29f682e8803eb21822035152ebb127,11,cat,FALSE
1b,1b29f682e8803eb21822035152ebb127,12,NOT shoe,FALSE
1b,1b29f682e8803eb21822035152ebb127,13,puzzle,FALSE
1b,1b29f682e8803eb21822035152ebb127,14,chair,FALSE
1b,1b29f682e8803eb21822035152ebb127,15,butterfly,FALSE
1b,1b29f682e8803eb21822035152ebb127,16,butterfly,FALSE
1b,1b29f682e8803eb21822035152ebb127,17,butterfly,FALSE
1b,1b29f682e8803eb21822035152ebb127,18,made of glass,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,3,butterfly,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,4,plastic thing,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,5,baster,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,6,apple,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,7,car,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,8,car,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,9,car,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,10,plastic thing,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,11,cubes,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,12,tree,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,13,torpedo,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,14,fork,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,15,glass,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,16,glass,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,17,glass,FALSE
1b,1d2751c1383a5943b0c370a7ce8d43c8,18,pen,FALSE
1a,205fafcc8d2494782d98330f1da40e01,3,rare view mirror,FALSE
1a,205fafcc8d2494782d98330f1da40e01,4,reptile,FALSE
1a,205fafcc8d2494782d98330f1da40e01,5,metal,FALSE
1a,205fafcc8d2494782d98330f1da40e01,6,impatiens,FALSE
1a,205fafcc8d2494782d98330f1da40e01,7,bronze sculpture,FALSE
1a,205fafcc8d2494782d98330f1da40e01,8,bronze sculpture,FALSE
1a,205fafcc8d2494782d98330f1da40e01,9,bronze sculpture,FALSE
1a,205fafcc8d2494782d98330f1da40e01,10,dumbbell,FALSE
1a,205fafcc8d2494782d98330f1da40e01,11,fork,FALSE
1a,205fafcc8d2494782d98330f1da40e01,12,apple,FALSE
1a,205fafcc8d2494782d98330f1da40e01,13,white pine,FALSE
1a,205fafcc8d2494782d98330f1da40e01,14,camomile,FALSE
1a,205fafcc8d2494782d98330f1da40e01,15,pen,FALSE
1a,205fafcc8d2494782d98330f1da40e01,16,pen,FALSE
1a,205fafcc8d2494782d98330f1da40e01,17,pen,FALSE
1a,205fafcc8d2494782d98330f1da40e01,18,mug,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,3,hexagon looking gasket,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,4,round shiny thing,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,5,doorknob,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,6,Indiean feather hat,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,7,four stems in vase,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,8,four stems in vase,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,9,four stems in vase,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,10,blimp,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,11,dice,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,12,apple,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,13,pen,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,14,ring,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,15,crab,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,16,crab,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,17,crab,FALSE
1a,23939ad371acfd07dbc15931fd0a5405,18,tree,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,3,chair,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,4,white rock,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,5,spikey ball,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,6,pen,FALSE
