mixed_repeated,order,id,trial,response,negation
known repeated,mixed first,050c63b35acba6c98cffda73877a0e0a,12,smooth round object with one hole,FALSE
known repeated,mixed first,050c63b35acba6c98cffda73877a0e0a,13,flying saucer,FALSE
known repeated,mixed first,050c63b35acba6c98cffda73877a0e0a,14,looks a bit like a cactus or a tulip a stick with a cup and two arms,FALSE
known repeated,mixed first,050c63b35acba6c98cffda73877a0e0a,15,bumpy ball maybe a chew toy,FALSE
known repeated,mixed first,050c63b35acba6c98cffda73877a0e0a,16,bumpy ball NOT the donut,FALSE
known repeated,mixed first,050c63b35acba6c98cffda73877a0e0a,17,bumpy ball NOT the one that appears to be made of wire,FALSE
known repeated,mixed first,050c63b35acba6c98cffda73877a0e0a,18,looks like centipedes mating spiky tentacle ordeal,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,3,pen,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,4,thread,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,5,art,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,6,flower,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,7,chair,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,8,chair,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,9,chair,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,10,toy,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,11,toy,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,12,round,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,13,thing,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,14,toy,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,15,cloth,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,16,cloth,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,17,cloth,FALSE
known repeated,mixed first,058157cbd38bf62f234dc6201980cb71,18,stand,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,3,tree,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,4,fether,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,5,virus,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,6,cup,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,7,cat,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,8,cat,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,9,cat,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,10,papper,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,11,bat,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,12,musical instrument,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,13,balloon,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,14,playing toy,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,15,corona virus,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,16,corona virus,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,17,corona virus,FALSE
known repeated,mixed first,060ce9a239c1de2a82845e70a7cda981,18,toy,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,3,tree,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,4,not the jewelry,TRUE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,5,not the crab,TRUE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,6,cup,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,7,cat,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,8,cat,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,9,cat,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,10,not the cat,TRUE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,11,not the circle,TRUE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,12,the multiple ridged circles,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,13,it has arms,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,14,looks like a back scratcher,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,15,wires and balls,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,16,wires and balls,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,17,wires and balls,FALSE
known repeated,mixed first,070e5799574b4c7041fa82153ec67e1d,18,looks like a top,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,3,shoe,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,4,toy,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,5,art,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,6,butterfly,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,7,car,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,8,car,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,9,car,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,10,plunger,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,11,spikey,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,12,fish face,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,13,blocks,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,14,soap,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,15,wood,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,16,wood again,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,17,wood again,FALSE
known repeated,mixed first,07ca22918107aae82fd429740c5c7f3f,18,disc,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,3,car,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,4,mechanical object,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,5,submarine,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,6,shoe,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,7,cup,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,8,cup,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,9,cup,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,10,air blower,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,11,spiky balls,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,12,stick with cup,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,13,clear vase,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,14,weird object,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,15,standing thing,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,16,standing thing,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,17,two leged thing,FALSE
known repeated,mixed first,0a4d8efb71880da6d0e80a6660964977,18,basket,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,3,dice,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,4,bead,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,5,blimp,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,6,shoes,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,7,mug,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,8,mug,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,9,cup,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,10,paddle,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,11,jar,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,12,cutter,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,13,circular saw,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,14,pompom,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,15,dumbbell,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,16,dumbbell,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,17,dumbbell,FALSE
known repeated,mixed first,11e4f7704108534f253c82fd7b7c3446,18,surfing,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,3,chair,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,4,not an apple,TRUE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,5,not a shoe,TRUE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,6,pen,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,7,flower,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,8,flower,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,9,flower,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,10,hat,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,11,ring,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,12,oval shaped object,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,13,light colored object,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,14,object with ventilation rings,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,15,object thats not spherical,TRUE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,16,object that isnt a mess of lines,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,17,Propeller shaped object,FALSE
known repeated,mixed first,13ac3f860d22b7f8f2dcd4afc5df7daf,18,Object with four things sprouting from it,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,3,tree,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,4,cover,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,5,holder,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,6,spoon,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,7,ring,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,8,ring,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,9,ring,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,10,toy,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,11,thread,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,12,toy,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,13,music thing,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,14,toy,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,15,plastic,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,16,plastic,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,17,kit,FALSE
known repeated,mixed first,16e9cf26c87a7b5af4addbfde709b9a9,18,cup stan,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,3,Chair,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,4,Not shoe,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,5,Sandal,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,6,Car,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,7,Tree,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,8,Tree,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,9,Tree,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,10,Not tree,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,11,No hole,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,12,No virus,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,13,Blimp,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,14,Wiry,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,15,Pickle,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,16,Pickle,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,17,Pickle,FALSE
known repeated,mixed first,19e774544b80fe5af81144a725b5e6eb,18,Star,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,3,apple,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,4,art,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,5,cat toy,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,6,shoe,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,7,crab,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,8,crab,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,9,crab,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,10,toy,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,11,spiky thing,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,12,topper,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,13,cup toy,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,14,toilet balloon,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,15,jenga thing,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,16,jenga thing,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,17,jenga puzzle,FALSE
known repeated,mixed first,1b7ec98e6b0e940af5a07c04fb5bdcc8,18,hat,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,3,Fork,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,4,art,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,5,art,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,6,chair,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,7,cup,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,8,cup,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,9,cup,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,10,art,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,11,art,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,12,art,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,13,liquid dropper,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,14,art,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,15,lego,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,16,lego blocks,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,17,lego blocks,FALSE
known repeated,mixed first,1dc492d015d977a20976883bfca6896d,18,toy,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,3,flower daisysunflower,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,4,not the apple,TRUE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,5,paddle with holes in it,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,6,black shoe,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,7,dice,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,8,dice,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,9,dice,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,10,statue thing with feet on its side not the dice,TRUE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,11,blimp with holes in it,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,12,looks like gumby with his arms up and a cup on his head,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,13,snowboard wrapped around another snowboard,TRUE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,14,bunch of barrels stuck together forming an almost square,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,15,cup and handle with a stick with a ball shape on either end,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,16,cup and handle with stick that has ball shapes on either end,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,17,cup and handle with stick that has ball shapes on either end,FALSE
known repeated,mixed first,1eca80e82586fc4c6f7565bb955a6782,18,looks like a nasty looking virus shape or ball so spaghetti,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,3,Fork,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,4,Sponge,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,5,barrels,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,6,Pen,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,7,Tree,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,8,Tree,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,9,Tree,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,10,Tool,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,11,Folded Cloth,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,12,Utensil,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,13,Bell,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,14,blocks molded together,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,15,Object with holes,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,16,Object with holes,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,17,Object with holes,FALSE
known repeated,mixed first,21c67a0a0d58c71d696263020816ea1e,18,Cloth,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,3,Tree,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,4,Sitting,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,5,The pot,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,6,Shoes,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,7,Pen,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,8,This is pen,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,9,Pen,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,10,sprocket,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,11,I dont know,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,12,Toy,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,13,Surfing,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,14,Oval,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,15,Plastic,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,16,Plastic,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,17,Plastic,FALSE
known repeated,mixed first,288a2a67f0830e475c2ba322da0f23c3,18,Plastic,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,3,the fruit,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,4,the unusual object that looks like multiple cut out pears,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,5,the object with multiple points sticking out all over it,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,6,the vehicle the car,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,7,the bug with wings,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,8,the bug with wings,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,9,the bug with wings,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,10,the torpedo like object with fins,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,11,the hollow plastic object looks like a hamster toy,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,12,the white and black object that looks plastic,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,13,the object with a hand that looks like a lint roller,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,14,the object with a hole in the ball looks lie the death star,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,15,the object with legs,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,16,the object with two legs,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,17,the object with two legs,FALSE
known repeated,mixed first,29c2e44c57a7adec317760e056692ed3,18,the black plastic item with multiple holes and slots,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,3,A type of tree,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,4,An type of toy,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,5,Weird Shape thingy,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,6,A measuring device,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,7,Flower,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,8,White Flower,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,9,Type of Flower,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,10,An Object,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,11,An shoe,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,12,Art,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,13,Type of object,FALSE
known repeated,mixed first,2d88895f668d9aefa46f9f08b320c81f,14,Type of object,FALSE
